brand,transmission,make_year,fuel_type,engine_capacity(CC),km_driven,ownership,price
Hyundai,Automatic,2013,Petrol,1197,79159,1st owner,401000
Maruti,Automatic,2014,Petrol,998,50222,1st owner,385000
Tata,Manual,2023,Petrol,1199,20220,1st owner,1096000
Tata,Manual,2019,Petrol,1199,31029,2nd owner,532000
Hyundai,Manual,2021,Petrol,1197,29729,1st owner,672000
Hyundai,Manual,2015,Petrol,1197,16847,1st owner,446000
Ford,Automatic,2018,Petrol,1497,46089,1st owner,808000
Hyundai,Manual,2018,Petrol,1591,73474,1st owner,832000
Ford,Manual,2021,Petrol,,19893,2nd owner,1127000
Hyundai,Manual,2019,Petrol,1197,46693,2nd owner,509000
Hyundai,Automatic,2019,Petrol,998,64222,2nd owner,888000
KIA,Manual,2022,Petrol,1353,12159,1st owner,1350000
Hyundai,Manual,2018,Petrol,,49401,2nd owner,650000
KIA,Automatic,2021,Diesel,1493,42363,1st owner,1273000
Tata,Manual,2021,Petrol,1199,13335,1st owner,830000
Maruti,Manual,2015,Petrol,1197,34170,2nd owner,563000
Maruti,Manual,2015,Petrol,998,59940,2nd owner,374000
Hyundai,Manual,2014,Petrol,1197,36717,1st owner,424000
Maruti,Manual,2017,Petrol,1197,56433,1st owner,573000
Renault,Manual,2020,Petrol,999,29736,1st owner,463000
Hyundai,Automatic,2022,Petrol,998,7060,1st owner,1250000
Maruti,Automatic,2022,Petrol,1197,29039,1st owner,913000
Hyundai,Automatic,2020,Petrol,1197,6273,1st owner,735000
Ford,Manual,2018,Diesel,1498,61146,1st owner,615000
Renault,Automatic,2018,Petrol,999,16242,1st owner,419000
Maruti,Manual,2014,Diesel,1248,94078,1st owner,539000
Mahindra,Manual,2018,Diesel,2179,50013,2nd owner,1303000
KIA,Manual,2020,Diesel,1493,47174,2nd owner,1064000
Maruti,Automatic,2021,Petrol,1197,9867,1st owner,817000
Hyundai,Manual,2018,Petrol,1197,44614,1st owner,551000
KIA,Manual,2021,Petrol,1497,22145,1st owner,1179000
Hyundai,Manual,2013,Petrol,1197,97143,2nd owner,332000
KIA,Automatic,2020,Petrol,1353,29275,1st owner,1405000
Volkswagen,Automatic,2019,Diesel,1498,33647,2nd owner,1126000
Hyundai,Automatic,2019,Petrol,1197,45717,1st owner,730000
Hyundai,Manual,2021,Petrol,998,23592,1st owner,1010000
MG,Automatic,2019,Petrol,1451,28869,2nd owner,1388000
Maruti,Automatic,2015,Petrol,998,47926,1st owner,422000
Honda,Automatic,2018,Petrol,1498,31254,1st owner,692000
Hyundai,Automatic,2019,Petrol,1197,86712,1st owner,575000
Tata,Automatic,2023,Petrol,,14221,1st owner,1311000
Hyundai,Manual,2020,Petrol,1497,25709,1st owner,1022000
Ford,Automatic,2016,Petrol,1499,37728,1st owner,727000
Maruti,Automatic,2018,Petrol,998,44678,2nd owner,482000
Maruti,Manual,2017,Petrol,998,65553,1st owner,409000
Hyundai,Manual,2021,Petrol,998,25926,1st owner,1018000
Maruti,Automatic,2018,Petrol,1197,34282,1st owner,541000
Hyundai,Manual,2021,Petrol,1497,20492,1st owner,1092000
Honda,Automatic,2017,Petrol,1497,91302,1st owner,827000
Maruti,Manual,2012,Diesel,1248,78546,1st owner,609000
Honda,Automatic,2013,Petrol,1497,63790,1st owner,496000
Honda,Manual,2015,Petrol,1198,98010,2nd owner,351000
Maruti,Manual,2017,Petrol,1373,42088,1st owner,850000
Hyundai,Manual,2013,Petrol,814,17366,2nd owner,268000
Tata,Automatic,2021,Petrol,1199,8751,1st owner,717000
Maruti,Manual,2019,Petrol,,53139,1st owner,681000
Mahindra,Automatic,2021,Petrol,1997,23204,2nd owner,1489000
Renault,Manual,2018,Petrol,799,18596,1st owner,353000
Maruti,Automatic,2020,Petrol,1462,27426,1st owner,967000
Toyota,Automatic,2021,Petrol,1197,16893,1st owner,810000
Renault,Automatic,2019,Petrol,999,19573,1st owner,434000
Maruti,Automatic,2021,Petrol,1462,40099,1st owner,1121000
Hyundai,Manual,2017,Petrol,1591,50321,1st owner,822000
Honda,Manual,2019,Diesel,1498,24933,2nd owner,1098000
Maruti,Manual,2013,Petrol,796,63551,2nd owner,262000
Maruti,Manual,2013,Petrol,1197,44308,1st owner,465000
Datsun,Manual,2016,Petrol,,36785,2nd owner,258000
Maruti,Manual,2012,Petrol,998,58972,1st owner,311000
Toyota,Manual,2021,Petrol,1197,25206,1st owner,793000
Toyota,Automatic,2023,Petrol,1197,24320,1st owner,988000
Mahindra,Automatic,2021,Petrol,1997,36469,2nd owner,1349000
Tata,Automatic,2015,Petrol,624,27764,2nd owner,240000
Renault,Manual,2020,Petrol,999,25078,1st owner,640000
Hyundai,Manual,2017,Petrol,1591,42923,2nd owner,954000
Hyundai,Manual,2013,Petrol,,20462,2nd owner,312000
Hyundai,Manual,2022,Petrol,1086,33093,1st owner,586000
Tata,Manual,2018,Petrol,1198,59693,2nd owner,732000
Renault,Automatic,2020,Petrol,999,17254,1st owner,483000
Maruti,Manual,2018,Petrol,998,64103,1st owner,348000
Maruti,Manual,2013,Petrol,1197,76584,1st owner,466000
Tata,Automatic,2023,Diesel,1497,25005,1st owner,1376000
Hyundai,Automatic,2020,Petrol,1197,53700,1st owner,652000
Renault,Automatic,2018,Petrol,999,33992,1st owner,430000
Hyundai,Manual,2022,Petrol,998,27660,1st owner,990000
Maruti,Manual,2015,Petrol,998,22518,1st owner,336000
Hyundai,Manual,2021,Petrol,1197,44329,1st owner,541000
Honda,Automatic,2018,Petrol,1497,75347,1st owner,794000
KIA,Automatic,2022,Petrol,1353,21693,1st owner,1631000
Maruti,Automatic,2021,Petrol,1462,12766,1st owner,1006000
Hyundai,Manual,2018,Petrol,1197,72246,1st owner,685000
Hyundai,Manual,2018,Petrol,1197,72076,1st owner,492000
MG,Automatic,2020,Petrol,1451,23157,1st owner,1571000
Honda,Manual,2022,Petrol,1497,27983,1st owner,1054000
Hyundai,Manual,2017,Petrol,1591,54360,1st owner,916000
KIA,Manual,2019,Petrol,,92225,2nd owner,1131000
Maruti,Manual,2020,Petrol,1197,23902,1st owner,727000
Honda,Manual,2023,Petrol,,17985,1st owner,1419000
Renault,Automatic,2019,Petrol,,24558,1st owner,487000
Maruti,Manual,2015,Petrol,1197,33371,1st owner,533000
Hyundai,Manual,2015,Petrol,1197,9160,2nd owner,536000
Tata,Manual,2017,Petrol,1199,59454,1st owner,497000
Tata,Automatic,2021,Petrol,1199,30711,1st owner,691000
Renault,Manual,2019,Petrol,999,33950,1st owner,676000
Maruti,Manual,2020,Petrol,1197,40140,2nd owner,688000
Hyundai,Manual,2013,Petrol,1197,67397,1st owner,395000
Renault,Manual,2017,Petrol,1498,65693,2nd owner,662000
Tata,Manual,2021,Petrol,1199,13039,1st owner,788000
Maruti,Automatic,2017,Petrol,,46508,1st owner,475000
Maruti,Manual,2017,Petrol,1197,97769,1st owner,621000
Maruti,Manual,2013,Petrol,1197,28540,2nd owner,431000
Hyundai,Manual,2020,Petrol,1497,85112,1st owner,1202000
Hyundai,Manual,2014,Petrol,1197,32015,1st owner,419000
Hyundai,Manual,2017,Petrol,,27881,2nd owner,428000
Hyundai,Automatic,2022,Petrol,,31563,1st owner,1128000
MG,Manual,2020,Petrol,1451,25226,1st owner,1439000
Honda,Manual,2018,Petrol,1199,24835,2nd owner,607000
Honda,Manual,2016,Petrol,1199,38364,2nd owner,529000
Nissan,Automatic,2022,Petrol,999,15680,1st owner,938000
MG,Automatic,2019,Petrol,1451,29265,1st owner,1467000
Maruti,Manual,2013,Petrol,998,90273,1st owner,320000
Maruti,Manual,2022,Petrol,998,15445,1st owner,463000
MG,Automatic,2019,Petrol,1451,63876,1st owner,1395000
Tata,Automatic,2022,Petrol,1199,20082,1st owner,818000
Maruti,Automatic,2021,Petrol,1197,42378,1st owner,801000
Honda,Manual,2017,Petrol,1497,60748,2nd owner,752000
Hyundai,Manual,2020,Petrol,1197,44412,1st owner,592000
Maruti,Manual,2016,Petrol,1197,96098,1st owner,549000
Ford,Manual,2016,Diesel,1498,86925,2nd owner,632000
Maruti,Automatic,2018,Petrol,998,30370,2nd owner,403000
Renault,Automatic,2017,Petrol,1498,27930,1st owner,689000
Maruti,Automatic,2014,Petrol,998,51839,2nd owner,381000
Hyundai,Manual,2014,Petrol,1197,86355,1st owner,393000
Maruti,Manual,2023,Petrol,1462,22505,1st owner,1190000
KIA,Manual,2020,Diesel,1493,58156,2nd owner,1044000
Skoda,Manual,2013,Petrol,1598,85375,1st owner,380000
Tata,Manual,2018,Petrol,1198,71477,1st owner,816000
Maruti,Manual,2014,Petrol,796,32335,2nd owner,261000
Maruti,Manual,2017,Petrol,1197,43222,1st owner,628000
Mahindra,Automatic,2019,Diesel,2179,68709,1st owner,1573000
Maruti,Manual,2017,Petrol,998,67698,2nd owner,340000
Ford,Manual,2013,Diesel,1498,72053,1st owner,409000
KIA,Automatic,2021,Petrol,1497,44608,1st owner,1441000
Maruti,Manual,2021,Petrol,1462,22493,1st owner,990000
Tata,Manual,2021,Petrol,1199,28837,1st owner,767000
Honda,Automatic,2019,Petrol,1199,59917,1st owner,684000
Maruti,Manual,2014,Petrol,,91854,1st owner,479000
Maruti,Automatic,2017,Petrol,998,74922,1st owner,474000
Maruti,Manual,2018,Petrol,1197,55108,1st owner,693000
Mahindra,Manual,2022,Petrol,1997,7783,1st owner,1400000
Hyundai,Automatic,2019,Petrol,1197,44304,1st owner,629000
Maruti,Automatic,2014,Petrol,998,36353,2nd owner,372000
Mahindra,Manual,2022,Petrol,1997,16062,1st owner,2005000
Honda,Manual,2013,Petrol,,60903,1st owner,338000
Renault,Manual,2020,Petrol,799,22414,1st owner,426000
Ford,Manual,2016,Diesel,1498,88563,2nd owner,684000
Maruti,Manual,2015,Petrol,998,48733,1st owner,336000
Volkswagen,Automatic,2014,Petrol,1197,73196,1st owner,543000
MG,Manual,2020,Petrol,1451,38996,1st owner,1430000
Hyundai,Automatic,2019,Petrol,1197,36673,1st owner,751000
Mahindra,Manual,2017,Diesel,2179,64080,2nd owner,1169000
Ford,Manual,2018,Petrol,,65952,1st owner,549000
Hyundai,Manual,2015,Petrol,814,46268,1st owner,308000
KIA,Manual,2021,Petrol,1497,21215,1st owner,1186000
Tata,Automatic,2023,Petrol,1199,7630,1st owner,969000
Hyundai,Manual,2017,Petrol,1197,42284,2nd owner,649000
Datsun,Manual,2017,Petrol,1198,44741,1st owner,319000
MG,Automatic,2021,Petrol,1451,25091,1st owner,1616000
Hyundai,Automatic,2015,Petrol,1197,72101,1st owner,481000
Maruti,Manual,2015,Petrol,998,83697,2nd owner,301000
Ford,Manual,2017,Diesel,,49262,2nd owner,716000
Honda,Automatic,2015,Petrol,1497,64747,1st owner,630000
Maruti,Manual,2022,Petrol,1462,23745,1st owner,1067000
Ford,Automatic,2018,Petrol,1497,60153,2nd owner,795000
Maruti,Manual,2014,Petrol,1197,73069,2nd owner,443000
Hyundai,Manual,2016,Petrol,1591,54544,2nd owner,653000
Maruti,Manual,2015,Petrol,998,63080,1st owner,319000
Hyundai,Manual,2022,Petrol,1197,4960,1st owner,878000
Honda,Manual,2014,Petrol,1198,49345,2nd owner,373000
Renault,Manual,2020,Petrol,999,20780,2nd owner,432000
Honda,Manual,2017,Petrol,1199,57949,1st owner,708000
Mahindra,Automatic,2021,Petrol,1997,31529,1st owner,1374000
Hyundai,Manual,2020,Petrol,1497,74138,2nd owner,1187000
Honda,Manual,2023,Petrol,1199,14460,1st owner,760000
Maruti,Manual,2017,Petrol,1197,48364,1st owner,639000
Hyundai,Manual,2017,Petrol,1591,61762,2nd owner,722000
Renault,Manual,2021,Petrol,999,23400,1st owner,473000
Hyundai,Manual,2017,Petrol,1197,22405,2nd owner,660000
Hyundai,Manual,2018,Petrol,1591,34410,2nd owner,811000
Maruti,Manual,2021,Petrol,1197,14698,2nd owner,795000
Tata,Manual,2017,Petrol,1199,40095,1st owner,498000
Maruti,Automatic,2019,Petrol,998,24638,1st owner,414000
Hyundai,Automatic,2022,Petrol,1086,13969,2nd owner,558000
Hyundai,Manual,2014,Petrol,1086,50231,1st owner,343000
Hyundai,Manual,2017,Petrol,1197,16481,2nd owner,651000
Hyundai,Manual,2019,Petrol,1197,26329,1st owner,611000
Hyundai,Manual,2020,Petrol,,26517,1st owner,745000
KIA,Manual,2021,Petrol,1497,44031,2nd owner,1253000
Maruti,Manual,2016,Petrol,1197,18951,1st owner,604000
Hyundai,Automatic,2016,Petrol,1197,48004,1st owner,543000
MG,Automatic,2021,Petrol,1451,22580,1st owner,1487000
Maruti,Manual,2016,Petrol,1197,85369,1st owner,534000
Hyundai,Manual,2013,Diesel,1120,101157,2nd owner,341000
Honda,Manual,2013,Petrol,1497,76062,2nd owner,448000
Tata,Manual,2022,Petrol,1199,21141,1st owner,1037000
Maruti,Manual,2013,Petrol,1373,83166,2nd owner,558000
Volkswagen,Manual,2013,Petrol,1198,69208,1st owner,451000
Hyundai,Manual,2013,Petrol,1396,78896,1st owner,391000
Maruti,Manual,2022,Petrol,1197,20059,2nd owner,647000
Ford,Manual,2020,Petrol,1194,34396,1st owner,634000
Hyundai,Manual,2014,Petrol,1197,92801,2nd owner,379000
Maruti,Automatic,2016,Petrol,998,20323,2nd owner,345000
Hyundai,Manual,2015,Petrol,1197,70091,1st owner,424000
Maruti,Automatic,2017,Petrol,,49729,1st owner,460000
Hyundai,Manual,2015,Petrol,814,72183,1st owner,281000
Skoda,Manual,2016,Petrol,,65970,2nd owner,571000
Hyundai,Manual,2015,Petrol,1197,73474,2nd owner,438000
Honda,Automatic,2022,Petrol,1498,37952,1st owner,1417000
Skoda,Automatic,2021,Petrol,999,36124,2nd owner,1030000
Maruti,Manual,2015,Petrol,998,65310,2nd owner,357000
Hyundai,Manual,2021,Petrol,998,19937,2nd owner,1127000
Renault,Manual,2020,Petrol,999,14837,1st owner,428000
Maruti,Manual,2016,Diesel,1248,72507,1st owner,566000
Renault,Manual,2020,Petrol,999,42325,2nd owner,404000
Renault,Automatic,2020,Petrol,999,17346,1st owner,683000
Honda,Manual,2012,Petrol,1497,92281,1st owner,407000
Nissan,Automatic,2022,Petrol,999,16880,1st owner,893000
Maruti,Automatic,2021,Petrol,1197,46325,1st owner,841000
Maruti,Manual,2014,Petrol,796,76636,1st owner,269000
Renault,Automatic,2022,Petrol,999,7542,1st owner,757000
KIA,Manual,2020,Diesel,1493,44705,1st owner,1350000
Maruti,Manual,2020,Petrol,998,44412,1st owner,423000
Maruti,Manual,2017,Petrol,998,73266,1st owner,445000
Hyundai,Manual,2015,Petrol,1197,47394,1st owner,478000
Tata,Manual,2021,Petrol,1199,22283,1st owner,865000
Hyundai,Manual,2013,Petrol,814,83065,1st owner,257000
Hyundai,Manual,2018,Petrol,1197,35676,2nd owner,717000
Honda,Automatic,2019,Petrol,1498,67534,1st owner,705000
Honda,Automatic,2017,Petrol,1199,82006,2nd owner,576000
Honda,Manual,2022,Petrol,1199,11651,1st owner,885000
Renault,Manual,2014,Diesel,1461,62481,1st owner,620000
Hyundai,Automatic,2019,Petrol,1086,27398,1st owner,527000
Mahindra,Automatic,2021,Diesel,2179,38700,1st owner,1631000
Ford,Manual,2018,Petrol,1194,60618,1st owner,561000
Skoda,Manual,2017,Petrol,1598,24847,1st owner,719000
Mahindra,Manual,2016,Diesel,1198,55202,2nd owner,412000
Honda,Manual,2018,Petrol,1199,95562,2nd owner,572000
Skoda,Manual,2017,Petrol,1598,24305,1st owner,719000
Maruti,Manual,2012,Petrol,,33214,1st owner,253000
Maruti,Manual,2014,Petrol,,75750,2nd owner,466000
Tata,Automatic,2022,Petrol,1199,16221,1st owner,902000
Maruti,Automatic,2017,Petrol,1197,51952,2nd owner,505000
Renault,Manual,2016,Petrol,,46833,1st owner,284000
Hyundai,Manual,2019,Petrol,998,34996,1st owner,925000
Maruti,Manual,2012,Petrol,1197,64557,1st owner,389000
Maruti,Manual,2013,Petrol,1197,75497,2nd owner,354000
KIA,Manual,2022,Petrol,1353,41209,1st owner,1041000
KIA,Automatic,2023,Petrol,998,5703,1st owner,1338000
Renault,Manual,2017,Petrol,999,21138,2nd owner,341000
Mahindra,Manual,2022,Petrol,1197,45399,1st owner,897000
Maruti,Manual,2016,Petrol,1197,72633,1st owner,563000
Honda,Automatic,2012,Petrol,1497,110307,1st owner,372000
Honda,Automatic,2017,Petrol,1497,70058,2nd owner,803000
Honda,Manual,2019,Petrol,1199,20269,1st owner,611000
Tata,Automatic,2017,Petrol,1199,57920,1st owner,461000
Hyundai,Manual,2013,Petrol,1197,98732,2nd owner,339000
Maruti,Manual,2016,Petrol,1197,86301,2nd owner,534000
Hyundai,Manual,2019,Petrol,1197,62484,2nd owner,653000
Hyundai,Manual,2019,Petrol,1197,51792,2nd owner,669000
Honda,Manual,2020,Petrol,1497,30951,1st owner,1064000
Nissan,Manual,2021,Petrol,999,9840,1st owner,722000
Hyundai,Manual,2016,Petrol,1197,82571,3rd owner,356000
Maruti,Manual,2014,Petrol,1197,73631,2nd owner,355000
Tata,Manual,2022,Petrol,1199,20447,2nd owner,744000
Honda,Manual,2012,Petrol,1497,116782,2nd owner,379000
Honda,Manual,2020,Petrol,1199,74928,1st owner,764000
Maruti,Manual,2022,Petrol,1462,9884,1st owner,1033000
Maruti,Automatic,2017,Petrol,1197,105838,1st owner,566000
Renault,Automatic,2018,Petrol,999,52734,1st owner,350000
Maruti,Manual,2022,Petrol,1197,8524,1st owner,641000
Hyundai,Manual,2014,Diesel,1396,102555,1st owner,416000
Hyundai,Manual,2016,Petrol,1591,60817,1st owner,859000
Hyundai,Manual,2014,Petrol,1197,82065,1st owner,370000
Hyundai,Manual,2019,Petrol,1086,33811,1st owner,483000
Tata,Manual,2022,Diesel,1497,31035,1st owner,1100000
Toyota,Automatic,2023,Petrol,1197,7757,1st owner,969000
Honda,Manual,2014,Petrol,1198,109589,2nd owner,381000
Hyundai,Manual,2017,Petrol,1591,68811,2nd owner,905000
Hyundai,Manual,2014,Diesel,1582,89332,2nd owner,505000
Hyundai,Manual,2015,Petrol,1197,26534,1st owner,434000
Maruti,Manual,2015,Petrol,998,39773,1st owner,400000
MG,Manual,2019,Diesel,1956,49559,1st owner,1447000
Hyundai,Manual,2018,Petrol,1591,15912,1st owner,877000
Ford,Manual,2018,Diesel,1498,47693,2nd owner,749000
Renault,Manual,2020,Petrol,1498,41619,2nd owner,791000
Honda,Manual,2012,Petrol,1198,35444,1st owner,346000
KIA,Manual,2021,Diesel,1493,39132,1st owner,1464000
Honda,Manual,2013,Petrol,1198,55685,1st owner,305000
Hyundai,Manual,2017,Petrol,1197,31072,1st owner,550000
Mahindra,Manual,2021,Petrol,1197,9715,1st owner,1046000
Hyundai,Manual,2016,Diesel,1396,79701,2nd owner,662000
Honda,Manual,2017,Petrol,1199,34743,1st owner,589000
Hyundai,Manual,2012,Diesel,1582,123296,2nd owner,401000
Tata,Automatic,2022,Petrol,1199,31940,1st owner,1006000
Hyundai,Manual,2014,Petrol,1197,40194,2nd owner,436000
Hyundai,Automatic,2022,Petrol,1999,11009,1st owner,1889000
Maruti,Automatic,2020,Petrol,1462,70110,1st owner,823000
KIA,Automatic,2022,Petrol,1497,39295,1st owner,1483000
Maruti,Automatic,2015,Petrol,998,38523,1st owner,374000
Hyundai,Manual,2020,Petrol,1197,41269,1st owner,666000
Maruti,Manual,2015,Diesel,1248,57858,1st owner,787000
MG,Manual,2020,Diesel,,12098,1st owner,1699000
Maruti,Automatic,2017,Petrol,1373,73371,1st owner,626000
Maruti,Manual,2016,Petrol,1197,70756,1st owner,555000
Mahindra,Manual,2015,Diesel,2179,86773,2nd owner,761000
Maruti,Automatic,2016,Petrol,1197,91417,2nd owner,552000
Renault,Automatic,2016,Diesel,1461,41022,1st owner,761000
Maruti,Manual,2021,Petrol,1462,30449,1st owner,1038000
Maruti,Manual,2022,Petrol,1462,59304,1st owner,1037000
Honda,Automatic,2022,Petrol,1498,9928,1st owner,1375000
Mahindra,Manual,2023,Petrol,1197,10190,1st owner,966000
Hyundai,Automatic,2018,Petrol,1591,61288,2nd owner,866000
Maruti,Automatic,2016,Petrol,998,43855,1st owner,430000
Hyundai,Automatic,2018,Petrol,1086,17268,1st owner,478000
Maruti,Manual,2020,Petrol,1462,37548,2nd owner,810000
Maruti,Manual,2016,Petrol,796,14901,1st owner,298000
Hyundai,Automatic,2019,Petrol,1591,57859,1st owner,1134000
Hyundai,Automatic,2020,Petrol,1497,30936,1st owner,1455000
Hyundai,Automatic,2016,Petrol,1197,32979,1st owner,539000
Volkswagen,Manual,2016,Petrol,1198,68602,2nd owner,518000
Maruti,Manual,2018,Petrol,1197,83348,1st owner,526000
Toyota,Manual,2012,Petrol,1496,92396,1st owner,364000
Hyundai,Manual,2012,Diesel,,73475,2nd owner,378000
Mahindra,Manual,2022,Petrol,1997,31256,1st owner,1551000
Hyundai,Manual,2015,Petrol,1197,64338,1st owner,489000
Ford,Manual,2015,Petrol,1499,64622,2nd owner,504000
Mahindra,Manual,2016,Diesel,1493,29721,1st owner,666000
Maruti,Manual,2014,Diesel,1248,90881,1st owner,672000
Mahindra,Manual,2015,Diesel,,26320,1st owner,873000
Maruti,Automatic,2015,Petrol,998,29983,2nd owner,400000
Honda,Manual,2016,Petrol,1497,34721,2nd owner,682000
Hyundai,Manual,2019,Petrol,998,23998,2nd owner,819000
Hyundai,Manual,2013,Petrol,1197,67134,2nd owner,340000
Maruti,Automatic,2016,Petrol,1373,49938,1st owner,663000
MG,Automatic,2021,Petrol,1451,37246,1st owner,1753000
Hyundai,Manual,2015,Petrol,1197,78993,1st owner,567000
Honda,Automatic,2014,Petrol,1497,74783,2nd owner,482000
Honda,Manual,2015,Petrol,1497,83531,1st owner,569000
Toyota,Manual,2020,Petrol,1197,68494,2nd owner,633000
Hyundai,Manual,2017,Petrol,1197,58025,2nd owner,630000
KIA,Manual,2020,Petrol,1353,64932,1st owner,1299000
Hyundai,Manual,2014,Petrol,1591,101540,1st owner,468000
Maruti,Automatic,2018,Petrol,1197,46324,1st owner,650000
Maruti,Manual,2019,Petrol,1197,29056,2nd owner,609000
Maruti,Manual,2019,Petrol,998,25604,2nd owner,390000
Toyota,Automatic,2024,Petrol,1197,10441,1st owner,1015000
Tata,Automatic,2021,Petrol,1199,18030,1st owner,1018000
KIA,Automatic,2022,Petrol,1353,12150,1st owner,1613000
KIA,Manual,2022,Diesel,1493,37095,1st owner,1279000
Toyota,Manual,2014,Petrol,,54339,1st owner,435000
KIA,Manual,2020,Diesel,1493,34099,1st owner,1390000
Mahindra,Automatic,2023,Petrol,1997,7136,1st owner,1605000
Nissan,Manual,2021,Petrol,999,49901,1st owner,681000
Hyundai,Manual,2014,Petrol,1197,53582,1st owner,432000
Nissan,Manual,2022,Petrol,999,19286,1st owner,566000
Maruti,Manual,2016,Petrol,1197,33128,1st owner,647000
Tata,Manual,2023,Petrol,1199,9112,1st owner,841000
Maruti,Manual,2017,Petrol,1197,35892,1st owner,605000
Hyundai,Manual,2013,Petrol,1197,55007,1st owner,423000
Maruti,Manual,2022,Petrol,1197,25794,1st owner,755000
Hyundai,Manual,2013,Petrol,814,19659,2nd owner,230000
Tata,Manual,2021,Petrol,1199,3841,1st owner,769000
Hyundai,Manual,2018,Petrol,1197,15853,1st owner,738000
MG,Automatic,2023,Petrol,,19946,2nd owner,1818000
Maruti,Manual,2016,Petrol,1197,82967,1st owner,540000
Honda,Manual,2021,Petrol,1498,30309,1st owner,1043000
Maruti,Automatic,2017,Petrol,1197,112062,1st owner,582000
Volkswagen,Automatic,2019,Petrol,,94669,2nd owner,741000
Maruti,Manual,2023,Petrol,1462,28842,1st owner,1233000
Tata,Automatic,2018,Petrol,1199,41772,2nd owner,490000
Maruti,Manual,2013,Diesel,1248,109035,2nd owner,425000
Maruti,Automatic,2022,Petrol,1462,35378,1st owner,1084000
Maruti,Manual,2019,Petrol,1197,91942,1st owner,600000
Mahindra,Manual,2019,Diesel,2179,79470,1st owner,1097000
Maruti,Manual,2016,Diesel,1248,76173,1st owner,762000
Mahindra,Manual,2022,Diesel,2184,29358,1st owner,1789000
Hyundai,Manual,2017,Petrol,1197,79690,1st owner,636000
Maruti,Manual,2016,Petrol,1197,77053,1st owner,538000
KIA,Manual,2021,Petrol,1497,34663,1st owner,1147000
Maruti,Manual,2017,Petrol,1197,25847,2nd owner,545000
Honda,Manual,2019,Petrol,1199,29923,1st owner,780000
Honda,Manual,2019,Petrol,1199,37615,1st owner,689000
Maruti,Manual,2019,Petrol,1197,74173,1st owner,615000
Ford,Manual,2020,Petrol,,60856,1st owner,930000
Tata,Automatic,2020,Petrol,1198,32729,1st owner,916000
Maruti,Manual,2018,Petrol,998,37192,2nd owner,418000
Hyundai,Manual,2019,Petrol,1591,83716,1st owner,1093000
Tata,Manual,2020,Petrol,1198,75042,1st owner,834000
Hyundai,Manual,2019,Petrol,1086,52881,1st owner,428000
Maruti,Automatic,2018,Petrol,1197,62129,1st owner,653000
Hyundai,Manual,2020,Petrol,998,47544,1st owner,954000
Toyota,Manual,2019,Petrol,1197,31957,1st owner,728000
Honda,Manual,2017,Diesel,1498,97807,1st owner,725000
Hyundai,Manual,2016,Petrol,1197,89807,1st owner,564000
Renault,Automatic,2022,Petrol,999,25787,1st owner,578000
Volkswagen,Automatic,2022,Petrol,1498,46791,1st owner,1583000
KIA,Automatic,2019,Petrol,1353,73142,1st owner,1271000
Maruti,Manual,2018,Petrol,1197,60017,1st owner,630000
MG,Automatic,2021,Petrol,1451,53405,1st owner,1492000
Maruti,Automatic,2021,Petrol,998,3760,2nd owner,630000
Renault,Automatic,2022,Petrol,999,9601,1st owner,575000
Maruti,Automatic,2023,Petrol,998,15262,1st owner,565000
Volkswagen,Manual,2019,Petrol,999,57667,1st owner,534000
Maruti,Manual,2018,Petrol,1197,35090,1st owner,535000
Honda,Manual,2012,Petrol,1497,65530,2nd owner,408000
Hyundai,Manual,2015,Petrol,1197,82452,1st owner,449000
Maruti,Manual,2014,Petrol,796,58622,1st owner,252000
Tata,Manual,2018,Diesel,1047,91168,2nd owner,399000
Nissan,Manual,2021,Petrol,999,33387,1st owner,659000
Tata,Manual,2020,Petrol,1199,57810,1st owner,475000
Mahindra,Manual,2018,Diesel,2179,95181,1st owner,802000
Hyundai,Manual,2015,Petrol,1197,38799,1st owner,579000
Maruti,Manual,2021,Petrol,1462,53293,1st owner,980000
Maruti,Manual,2012,Diesel,1248,62234,2nd owner,342000
KIA,Manual,2023,Petrol,1497,4607,1st owner,1237000
Mahindra,Manual,2018,Diesel,2498,77986,2nd owner,757000
Hyundai,Automatic,2019,Diesel,1582,68080,2nd owner,976000
Hyundai,Manual,2017,Petrol,1197,56670,2nd owner,593000
Tata,Automatic,2017,Petrol,1199,86495,2nd owner,444000
Volkswagen,Manual,2018,Petrol,999,116854,2nd owner,498000
Maruti,Manual,2011,Petrol,998,81585,2nd owner,185000
Maruti,Manual,2021,Petrol,1197,39678,1st owner,785000
Hyundai,Manual,2019,Petrol,1591,61985,1st owner,814000
Maruti,Manual,2017,Petrol,1197,98274,2nd owner,409000
Maruti,Manual,2023,Petrol,1462,22737,1st owner,1146000
Maruti,Manual,2022,CNG,998,48731,1st owner,637000
Honda,Manual,2018,Petrol,1199,88464,1st owner,534000
Hyundai,Manual,2018,Petrol,1197,36860,1st owner,677000
Skoda,Automatic,2018,Petrol,1598,55595,1st owner,732000
Tata,Manual,2017,Petrol,1199,72749,3rd owner,388000
Hyundai,Manual,2020,Petrol,1197,32661,1st owner,735000
Honda,Automatic,2016,Petrol,1497,31972,1st owner,642000
Renault,Manual,2022,Petrol,999,39385,1st owner,400000
Tata,Automatic,2022,Petrol,1199,28466,1st owner,833000
Honda,Automatic,2020,Petrol,1498,29835,1st owner,1155000
